LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,USER_ID
200000.0,2,1,1,37,-1,0,0,0,0,0,97821.0,97934.0,44716.0,42073.0,42867.0,33876.0,4220.0,2029.0,2073.0,2867.0,3876.0,2295.0,1,1fd6227c-ee34-11ec-b1e2-00163e114b1c
150000.0,1,1,1,41,3,2,2,0,0,2,111056.0,113467.0,110235.0,111376.0,154802.0,152304.0,5700.0,0.0,4500.0,45500.0,0.0,5400.0,0,1fd62308-ee34-11ec-b1e2-00163e114b1c
110000.0,1,2,1,42,0,0,0,0,0,-1,108227.0,107529.0,108483.0,73177.0,51043.0,60581.0,4200.0,4306.0,1662.0,1170.0,60604.0,5000.0,0,1fd62394-ee34-11ec-b1e2-00163e114b1c
280000.0,2,2,1,56,0,0,0,0,0,0,208775.0,182350.0,132257.0,101783.0,177145.0,169311.0,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,1,1fd62420-ee34-11ec-b1e2-00163e114b1c
50000.0,2,2,1,30,2,0,0,-2,-2,-2,6425.0,4580.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0,1fd624ac-ee34-11ec-b1e2-00163e114b1c
140000.0,2,1,1,37,0,0,0,0,0,0,37625.0,38023.0,39577.0,39465.0,45180.0,44213.0,1657.0,2211.0,1459.0,6398.0,1729.0,1633.0,1,1fd62542-ee34-11ec-b1e2-00163e114b1c
40000.0,1,1,2,29,1,2,2,2,2,2,37681.0,36775.0,39982.0,38979.0,39479.0,39329.0,0.0,3800.0,0.0,1200.0,0.0,0.0,1,1fd625d8-ee34-11ec-b1e2-00163e114b1c
240000.0,2,2,1,28,-1,0,0,0,-1,-1,5740.0,5639.0,3428.0,4634.0,4590.0,9675.0,1215.0,2000.0,2000.0,4590.0,9675.0,15000.0,1,1fd6266e-ee34-11ec-b1e2-00163e114b1c
50000.0,1,3,2,23,-1,-1,2,0,0,-2,1789.0,4249.0,4038.0,5275.0,0.0,0.0,2500.0,0.0,1500.0,0.0,0.0,0.0,0,1fd62704-ee34-11ec-b1e2-00163e114b1c
140000.0,1,2,2,36,1,2,2,2,2,2,44570.0,45563.0,46115.0,47053.0,48150.0,49009.0,2000.0,1600.0,2000.0,2000.0,1800.0,0.0,0,1fd6279a-ee34-11ec-b1e2-00163e114b1c
90000.0,2,1,2,27,0,0,0,0,0,0,14421.0,18846.0,22509.0,24129.0,24815.0,27725.0,5000.0,4000.0,2000.0,1075.0,3500.0,3000.0,0,1fd62826-ee34-11ec-b1e2-00163e114b1c
20000.0,2,1,2,24,0,0,0,0,0,0,15036.0,16069.0,16774.0,17266.0,17539.0,18033.0,1580.0,1280.0,770.0,700.0,785.0,600.0,1,1fd628b2-ee34-11ec-b1e2-00163e114b1c
90000.0,2,2,2,24,0,0,0,0,0,2,24401.0,22771.0,19461.0,16181.0,14669.0,14422.0,1454.0,1384.0,407.0,673.0,0.0,102.0,1,1fd6293e-ee34-11ec-b1e2-00163e114b1c
130000.0,1,2,2,29,0,0,0,0,0,2,111731.0,108635.0,108842.0,110236.0,114763.0,118884.0,6000.0,6000.0,5000.0,6800.0,6500.0,0.0,1,1fd629ca-ee34-11ec-b1e2-00163e114b1c
270000.0,2,1,2,32,0,0,0,0,0,-1,25343.0,40414.0,39956.0,39827.0,9456.0,386.0,20000.0,5000.0,5000.0,1000.0,386.0,0.0,1,1fd62a60-ee34-11ec-b1e2-00163e114b1c
50000.0,2,3,2,31,0,0,0,0,0,-1,41124.0,38634.0,75580.0,17014.0,-1963.0,7671.0,1750.0,3016.0,1000.0,0.0,10400.0,5000.0,1,1fd62aec-ee34-11ec-b1e2-00163e114b1c
100000.0,2,2,1,33,-1,-1,-1,-1,-1,0,7067.0,-418.0,7064.0,15229.0,9689.0,2669.0,0.0,7482.0,15315.0,9705.0,0.0,4600.0,1,1fd62b78-ee34-11ec-b1e2-00163e114b1c
320000.0,2,2,1,27,-2,-2,-2,-2,-2,-2,1175.0,0.0,0.0,0.0,5210.0,0.0,0.0,0.0,0.0,5210.0,0.0,0.0,1,1fd62c04-ee34-11ec-b1e2-00163e114b1c
180000.0,2,1,1,47,-1,-1,-1,-1,0,-1,807.0,4246.0,2727.0,5507.0,1382.0,538.0,4246.0,2727.0,5507.0,0.0,538.0,304.0,1,1fd62cae-ee34-11ec-b1e2-00163e114b1c
500000.0,1,1,1,43,0,0,0,0,0,0,403800.0,404640.0,412082.0,417759.0,428608.0,421871.0,17000.0,16500.0,15000.0,19000.0,18032.0,5000.0,0,1fd62d44-ee34-11ec-b1e2-00163e114b1c
90000.0,2,3,2,25,0,0,0,0,2,0,43519.0,44677.0,45868.0,47535.0,40920.0,38622.0,1861.0,2052.0,2719.0,0.0,1600.0,890.0,1,1fd62dd0-ee34-11ec-b1e2-00163e114b1c
680000.0,2,1,2,30,0,0,-1,-1,-1,0,39639.0,-45.0,10251.0,25094.0,7327.0,167520.0,0.0,10296.0,25219.0,7341.0,163123.0,7267.0,0,1fd62e66-ee34-11ec-b1e2-00163e114b1c
50000.0,1,2,2,40,1,1,-1,-1,0,0,50209.0,-2522.0,409.0,29148.0,30270.0,22814.0,0.0,2931.0,30000.0,5270.0,2814.0,3089.0,1,1fd62ef2-ee34-11ec-b1e2-00163e114b1c
40000.0,1,3,2,23,0,0,0,0,0,-2,15045.0,15899.0,16700.0,17500.0,0.0,0.0,1400.0,1200.0,1000.0,0.0,0.0,0.0,1,1fd62f7e-ee34-11ec-b1e2-00163e114b1c
20000.0,1,3,2,51,-2,-2,-2,-2,-2,-2,21353.0,20736.0,20000.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0,1fd6300a-ee34-11ec-b1e2-00163e114b1c
350000.0,2,1,2,31,2,0,0,0,0,2,20042.0,108444.0,280478.0,143142.0,160442.0,98479.0,100000.0,200000.0,0.0,135000.0,0.0,100000.0,1,1fd63096-ee34-11ec-b1e2-00163e114b1c
20000.0,1,1,2,24,2,0,0,0,0,0,17781.0,19388.0,19933.0,17331.0,12822.0,19924.0,2000.0,1300.0,390.0,388.0,10000.0,400.0,0,1fd63122-ee34-11ec-b1e2-00163e114b1c
310000.0,1,2,1,42,0,0,0,0,0,0,286506.0,262830.0,210583.0,210982.0,126502.0,102999.0,9297.0,8311.0,6928.0,3539.0,2991.0,2672.0,1,1fd631ae-ee34-11ec-b1e2-00163e114b1c
400000.0,1,2,1,34,0,0,0,0,0,2,52271.0,56788.0,60049.0,60876.0,65178.0,45933.0,6000.0,5000.0,1902.0,5000.0,0.0,5000.0,1,1fd6323a-ee34-11ec-b1e2-00163e114b1c
20000.0,1,1,2,43,0,0,2,-1,-1,0,13361.0,18302.0,13348.0,512.0,18141.0,11575.0,6020.0,141.0,1048.0,23261.0,134.0,0.0,0,1fd632d0-ee34-11ec-b1e2-00163e114b1c
90000.0,2,2,1,31,0,0,0,0,-1,0,12045.0,9720.0,7391.0,4238.0,18003.0,16128.0,1500.0,1200.0,1000.0,21000.0,1500.0,2000.0,1,1fd6335c-ee34-11ec-b1e2-00163e114b1c
30000.0,1,3,2,34,2,2,2,0,0,0,24367.0,28682.0,27922.0,28632.0,29075.0,30891.0,4723.0,0.0,1173.0,1056.0,2300.0,0.0,0,1fd633f2-ee34-11ec-b1e2-00163e114b1c
20000.0,1,2,1,42,0,0,2,0,0,2,16070.0,19107.0,18506.0,18802.0,20199.0,19394.0,3300.0,0.0,900.0,1700.0,0.0,253.0,1,1fd6347e-ee34-11ec-b1e2-00163e114b1c
500000.0,1,1,2,34,0,0,0,0,0,0,8007.0,10556.0,14332.0,20393.0,22633.0,24318.0,3000.0,4000.0,6500.0,5000.0,2000.0,4000.0,1,1fd6350a-ee34-11ec-b1e2-00163e114b1c
40000.0,2,2,1,51,0,0,0,0,0,0,144397.0,147924.0,26974.0,22710.0,37977.0,39347.0,3988.0,2014.0,799.0,32001.0,2000.0,1000.0,0,1fd63596-ee34-11ec-b1e2-00163e114b1c
250000.0,2,1,1,43,-2,-2,-2,-2,-2,-2,34200.0,0.0,110801.0,0.0,18805.0,0.0,0.0,110801.0,0.0,18805.0,0.0,0.0,1,1fd63622-ee34-11ec-b1e2-00163e114b1c
80000.0,1,2,2,25,-2,-2,-2,-2,-2,-2,302.0,-62.0,1958.0,-101.0,15932.0,950.0,0.0,2020.0,0.0,16033.0,11220.0,0.0,1,1fd636ae-ee34-11ec-b1e2-00163e114b1c
10000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,1727.0,1508.0,3096.0,3400.0,4522.0,-240.0,1508.0,3098.0,3400.0,4522.0,0.0,1000.0,1,1fd6373a-ee34-11ec-b1e2-00163e114b1c
180000.0,2,3,1,36,0,0,0,-1,0,0,8911.0,5838.0,-2.0,120442.0,90430.0,92325.0,1034.0,2.0,120444.0,3236.0,3352.0,3897.0,1,1fd637d0-ee34-11ec-b1e2-00163e114b1c
100000.0,2,2,1,37,-1,0,0,0,0,0,87055.0,84712.0,76202.0,72368.0,71384.0,70346.0,3000.0,3403.0,2656.0,2500.0,2600.0,3000.0,1,1fd6387a-ee34-11ec-b1e2-00163e114b1c
50000.0,2,2,2,35,1,2,0,0,-1,0,31507.0,30705.0,33467.0,12870.0,3325.0,5103.0,0.0,3467.0,1229.0,3325.0,2000.0,2167.0,1,1fd63910-ee34-11ec-b1e2-00163e114b1c
610000.0,1,1,2,31,0,-1,2,-1,-1,-1,348392.0,322228.0,319014.0,347303.0,248893.0,269528.0,323014.0,1605.0,349395.0,250144.0,271099.0,220076.0,1,1fd639b0-ee34-11ec-b1e2-00163e114b1c
30000.0,2,2,2,39,0,0,0,0,0,0,29758.0,30454.0,30221.0,29376.0,29564.0,28762.0,1500.0,1518.0,1439.0,1017.0,1032.0,1367.0,1,1fd63abe-ee34-11ec-b1e2-00163e114b1c
200000.0,1,1,2,31,-2,-2,-2,-2,-2,-2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,1fd63bd6-ee34-11ec-b1e2-00163e114b1c
100000.0,1,2,1,43,1,-2,-2,-2,-1,0,0.0,0.0,0.0,0.0,551.0,551.0,0.0,0.0,0.0,551.0,0.0,0.0,1,1fd63c76-ee34-11ec-b1e2-00163e114b1c
20000.0,1,2,1,46,0,0,0,0,0,0,5902.0,6767.0,8145.0,8153.0,8324.0,8490.0,1122.0,1500.0,291.0,302.0,304.0,319.0,1,1fd63d20-ee34-11ec-b1e2-00163e114b1c
100000.0,2,2,1,27,-2,-2,-2,-2,-2,-2,390.0,1780.0,0.0,0.0,0.0,0.0,4780.0,0.0,0.0,0.0,0.0,0.0,1,1fd63dac-ee34-11ec-b1e2-00163e114b1c
20000.0,1,2,2,25,2,2,3,3,3,3,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1fd63e42-ee34-11ec-b1e2-00163e114b1c
150000.0,2,3,1,45,1,-1,0,0,0,0,-141.0,10987.0,12733.0,6908.0,6713.0,8048.0,11254.0,2000.0,1225.0,1244.0,1447.0,7000.0,1,1fd63f14-ee34-11ec-b1e2-00163e114b1c
90000.0,1,2,1,45,-1,3,2,2,-1,-1,3664.0,3449.0,1776.0,-1170.0,390.0,390.0,0.0,0.0,0.0,1560.0,390.0,930.0,0,1fd6402c-ee34-11ec-b1e2-00163e114b1c
60000.0,2,1,2,33,1,2,0,0,0,0,11776.0,11295.0,12799.0,14272.0,15225.0,16320.0,0.0,2000.0,2000.0,1500.0,1500.0,1500.0,1,1fd64108-ee34-11ec-b1e2-00163e114b1c
320000.0,1,1,1,29,0,0,0,0,0,0,40271.0,91965.0,86047.0,82233.0,72175.0,77831.0,60043.0,5036.0,5075.0,5017.0,10077.0,3062.0,1,1fd64194-ee34-11ec-b1e2-00163e114b1c
280000.0,1,1,2,28,-1,-1,-1,-1,0,0,4468.0,11517.0,1973.0,11028.0,14261.0,17097.0,11525.0,2149.0,11030.0,4008.0,7106.0,1193.0,1,1fd64220-ee34-11ec-b1e2-00163e114b1c
180000.0,1,1,1,36,0,0,0,0,0,0,85703.0,84298.0,62201.0,81859.0,78566.0,77491.0,3614.0,2400.0,23500.0,3800.0,3700.0,500.0,1,1fd642ac-ee34-11ec-b1e2-00163e114b1c
50000.0,1,2,2,38,0,0,0,0,0,0,52711.0,47302.0,48540.0,48355.0,18184.0,18591.0,1769.0,2007.0,1822.0,651.0,700.0,1000.0,0,1fd64338-ee34-11ec-b1e2-00163e114b1c
50000.0,2,2,2,43,0,0,0,0,0,0,48474.0,48388.0,38972.0,47584.0,28055.0,28571.0,2334.0,1918.0,12530.0,1001.0,1035.0,1198.0,1,1fd643c4-ee34-11ec-b1e2-00163e114b1c
370000.0,2,1,2,37,0,0,0,0,0,0,308011.0,302783.0,297700.0,298224.0,338565.0,288924.0,10404.0,10015.0,16502.0,60003.0,15008.0,20000.0,1,1fd644a0-ee34-11ec-b1e2-00163e114b1c
50000.0,1,2,1,40,0,0,0,0,0,0,49073.0,49531.0,44002.0,44356.0,19344.0,19354.0,1691.0,1942.0,1296.0,674.0,693.0,1000.0,1,1fd64590-ee34-11ec-b1e2-00163e114b1c
220000.0,1,2,2,39,0,0,0,0,0,0,103159.0,91253.0,81847.0,79489.0,77040.0,78892.0,5000.0,3000.0,4000.0,3000.0,3000.0,3000.0,1,1fd64630-ee34-11ec-b1e2-00163e114b1c
330000.0,1,1,1,57,-1,-1,-1,-1,-2,-1,3166.0,-206.0,3429.0,0.0,0.0,749.0,552.0,5726.0,0.0,0.0,749.0,799.0,1,1fd646c6-ee34-11ec-b1e2-00163e114b1c
210000.0,2,1,1,34,-1,-1,-1,-1,-1,-1,8289.0,16585.0,9396.0,16992.0,9506.0,4837.0,16585.0,10455.0,16992.0,9509.0,4837.0,11899.0,1,1fd64770-ee34-11ec-b1e2-00163e114b1c
30000.0,1,2,2,34,0,0,0,0,0,0,19101.0,17444.0,12676.0,9171.0,5928.0,7746.0,1653.0,1110.0,0.0,109.0,7849.0,0.0,1,1fd64810-ee34-11ec-b1e2-00163e114b1c
20000.0,2,3,2,37,2,2,2,2,0,0,12443.0,13947.0,14331.0,12495.0,12787.0,13583.0,2000.0,902.0,500.0,500.0,1000.0,700.0,1,1fd6489c-ee34-11ec-b1e2-00163e114b1c
20000.0,2,1,2,23,0,0,2,0,0,0,6988.0,8310.0,10015.0,9195.0,9539.0,9574.0,1444.0,2000.0,329.0,492.0,342.0,354.0,0,1fd64928-ee34-11ec-b1e2-00163e114b1c
30000.0,1,2,1,32,0,0,0,0,0,2,12452.0,13439.0,14420.0,15838.0,17331.0,16973.0,1500.0,1500.0,2000.0,2000.0,0.0,3600.0,0,1fd649b4-ee34-11ec-b1e2-00163e114b1c
20000.0,1,1,1,35,0,0,0,0,0,0,5745.0,6023.0,7053.0,5909.0,3287.0,3604.0,2224.0,1171.0,500.0,500.0,500.0,5000.0,0,1fd64a40-ee34-11ec-b1e2-00163e114b1c
60000.0,2,3,1,39,1,2,0,0,2,0,31011.0,29565.0,31123.0,34134.0,23552.0,24020.0,0.0,3000.0,3638.0,0.0,1000.0,3000.0,1,1fd64acc-ee34-11ec-b1e2-00163e114b1c
450000.0,2,1,2,28,-1,-1,-1,-1,-1,-1,108.0,-58.0,14276.0,1346.0,1448.0,4005.0,0.0,14500.0,1346.0,1448.0,4005.0,166.0,1,1fd64b58-ee34-11ec-b1e2-00163e114b1c
20000.0,1,2,2,30,0,0,0,0,0,0,16320.0,28674.0,15491.0,16299.0,16428.0,0.0,1238.0,1392.0,1200.0,329.0,0.0,0.0,1,1fd64bee-ee34-11ec-b1e2-00163e114b1c
150000.0,2,1,2,35,0,0,2,2,0,0,128102.0,136722.0,137525.0,133431.0,135837.0,143319.0,12644.0,4926.0,0.0,5122.0,10349.0,0.0,0,1fd64c7a-ee34-11ec-b1e2-00163e114b1c
150000.0,1,1,1,50,0,0,0,0,0,0,101639.0,91674.0,135883.0,95806.0,97648.0,99737.0,3820.0,50001.0,3569.0,3529.0,3697.0,5229.0,1,1fd64d06-ee34-11ec-b1e2-00163e114b1c
130000.0,2,2,1,48,-1,-1,-1,2,0,-1,390.0,390.0,1170.0,780.0,390.0,390.0,390.0,1170.0,0.0,0.0,390.0,390.0,0,1fd64d92-ee34-11ec-b1e2-00163e114b1c
210000.0,2,1,2,39,-1,-1,-1,0,-1,-1,3962.0,1772.0,3608.0,1918.0,1429.0,2381.0,1777.0,3613.0,5.0,1433.0,2387.0,2857.0,1,1fd64e28-ee34-11ec-b1e2-00163e114b1c
200000.0,2,1,1,30,0,0,0,2,0,0,18660.0,27871.0,55277.0,38259.0,8266.0,13200.0,27010.0,30300.0,179.0,5415.0,10000.0,10000.0,1,1fd64eb4-ee34-11ec-b1e2-00163e114b1c
360000.0,2,1,2,26,-1,-1,-1,-1,0,-1,724.0,125.0,416.0,190.0,190.0,66.0,125.0,418.0,190.0,0.0,66.0,151.0,1,1fd64f40-ee34-11ec-b1e2-00163e114b1c
70000.0,1,3,1,30,0,0,0,2,0,0,67730.0,67021.0,67328.0,60962.0,61146.0,56066.0,3000.0,6006.0,0.0,1900.0,2000.0,2000.0,1,1fd64fcc-ee34-11ec-b1e2-00163e114b1c
480000.0,1,2,2,51,-2,-2,-2,-2,-2,-2,2900.0,17646.0,0.0,15620.0,5200.0,1355.0,17646.0,0.0,15620.0,5200.0,1355.0,2750.0,1,1fd65062-ee34-11ec-b1e2-00163e114b1c
70000.0,2,2,2,28,0,0,0,0,-1,2,41264.0,41799.0,37887.0,37876.0,6736.0,4162.0,2112.0,1200.0,758.0,6736.0,0.0,0.0,1,1fd650e4-ee34-11ec-b1e2-00163e114b1c
50000.0,2,1,2,31,3,3,4,3,2,5,27166.0,30190.0,29421.0,28652.0,34032.0,32913.0,3769.0,0.0,0.0,6000.0,0.0,0.0,0,1fd65170-ee34-11ec-b1e2-00163e114b1c
500000.0,2,1,1,40,-1,-1,0,0,0,0,4240.0,80648.0,110704.0,99984.0,71135.0,56594.0,80648.0,35000.0,10000.0,10000.0,2430.0,10000.0,1,1fd65210-ee34-11ec-b1e2-00163e114b1c
200000.0,1,1,1,38,-2,-2,-2,-2,-2,-2,3528.0,1190.0,1958.0,-5.0,1013.0,2350.0,1196.0,1968.0,200.0,1018.0,2361.0,2500.0,1,1fd652a6-ee34-11ec-b1e2-00163e114b1c
260000.0,2,3,1,40,-2,-2,-2,-2,-2,-2,-6.0,-6.0,1302.0,2752.0,1114.0,2212.0,0.0,1308.0,2765.0,1119.0,2218.0,625.0,1,1fd65350-ee34-11ec-b1e2-00163e114b1c
90000.0,1,1,2,29,0,0,0,0,0,0,72774.0,67584.0,57985.0,56268.0,55970.0,56825.0,2900.0,2700.0,2200.0,2100.0,2200.0,2200.0,1,1fd653e6-ee34-11ec-b1e2-00163e114b1c
200000.0,1,1,1,49,-1,-1,-1,-1,-1,-1,1377.0,528.0,216.0,1311.0,2842.0,0.0,792.0,216.0,1311.0,2842.0,0.0,623.0,0,1fd65472-ee34-11ec-b1e2-00163e114b1c
90000.0,2,2,1,36,0,0,0,0,0,0,91458.0,91049.0,70101.0,28942.0,27508.0,28250.0,3137.0,5094.0,1106.0,1001.0,1201.0,1074.0,1,1fd654fe-ee34-11ec-b1e2-00163e114b1c
80000.0,2,2,1,53,0,0,0,0,0,0,31333.0,32365.0,33380.0,34043.0,34756.0,35448.0,1541.0,1556.0,1219.0,1262.0,1270.0,1314.0,1,1fd6558a-ee34-11ec-b1e2-00163e114b1c
50000.0,1,3,2,58,0,0,0,0,0,0,46190.0,44450.0,50266.0,19729.0,20149.0,19593.0,2000.0,20266.0,1300.0,700.0,700.0,700.0,1,1fd65620-ee34-11ec-b1e2-00163e114b1c
60000.0,2,2,1,29,0,0,0,0,0,0,63578.0,61347.0,57138.0,51026.0,24213.0,5295.0,2188.0,2285.0,1429.0,169.0,426.0,29350.0,1,1fd656ac-ee34-11ec-b1e2-00163e114b1c
130000.0,2,3,1,49,0,0,0,0,0,0,108711.0,107996.0,87817.0,47175.0,48126.0,49234.0,6000.0,4542.0,2200.0,2000.0,2000.0,2000.0,1,1fd65738-ee34-11ec-b1e2-00163e114b1c
230000.0,1,3,2,41,0,0,0,0,0,0,9552.0,11376.0,13185.0,14648.0,15419.0,15423.0,2000.0,2000.0,2000.0,1000.0,562.0,2000.0,0,1fd657ce-ee34-11ec-b1e2-00163e114b1c
500000.0,2,1,2,50,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,706.0,0.0,0.0,0.0,0.0,706.0,18115.0,1,1fd6585a-ee34-11ec-b1e2-00163e114b1c
